system:index,VH,VH_VV_ratio,VV,angle,date,dewpoint_temperature_2m,latitude,longitude,oil_candidate,orbit_direction,orbit_type,surface_net_solar_radiation,surface_pressure,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,wind_direction_degrees,wind_speed_10m,.geo
166_1_250,-26.385799230226183,1.0975073193442877,-24.041570170111065,34.66944885253906,2019-05-31,292.8146057128906,37.71258471480023,-75.77961592134223,1,0,ASC,7591973.25,100823.46875,298.54846445719403,4.105435534071944E-4,1.1764373779296875,-0.39729265371958417,108.66025178571913,1.2417110601462917,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}"
166_1_265,-28.408987115472314,1.2004652688576374,-23.66498044754456,31.95149803161621,2019-05-31,292.3523661295573,38.18102449592077,-76.354758736145,1,0,ASC,7511039.072916667,100784.09375,297.88171641031903,2.571413764111223E-4,1.4082489013671875,-1.3746689558029175,134.30867676055482,1.9679633396611265,"{""type"":""Point"",""coordinates"":[-76.354758736145,38.18102449592077]}"
166_1_290,-41.26161762060083,1.1397847462256223,-36.20123690656325,33.34265899658203,2019-05-31,291.55809529622394,38.73392230176207,-76.24842717678327,1,0,ASC,7685618.572916667,100820.59375,297.53511810302734,3.034865222891388E-5,2.476282755533854,-0.7600856224695841,107.06367001426716,2.5903101047633874,"{""type"":""Point"",""coordinates"":[-76.24842717678327,38.73392230176207]}"
166_1_332,-37.18989465975136,1.6092806459698805,-23.10963892648928,35.348270416259766,2019-05-31,290.3121643066406,39.385554391275825,-76.04693847405206,1,0,ASC,7386191.5,100589.88541666667,296.97253672281903,0.0012128133021297078,2.798222859700521,-0.6414332787195841,102.91079117483432,2.870799161139545,"{""type"":""Point"",""coordinates"":[-76.04693847405206,39.385554391275825]}"
166_1_353,-30.465691587012387,1.2247608715782947,-24.874808049470595,37.730316162109375,2019-05-31,291.5244852701823,38.09823983370037,-75.31005489957126,1,0,ASC,7476334.21875,100805.09375,298.87805430094403,6.732336405666691E-4,1.9912567138671875,0.06344139575958252,88.17517497363885,1.9922670782847047,"{""type"":""Point"",""coordinates"":[-75.31005489957126,38.09823983370037]}"
166_1_438,-31.945160507389275,1.3662402775174212,-23.381802625111042,33.37893295288086,2019-05-31,290.2899475097656,39.38341433265008,-76.39936747439695,1,0,ASC,7210739.135416667,100246.09375,296.24540456136066,0.0020840515232336543,2.3727264404296875,-0.6509954531987509,105.3424740169564,2.460411721887128,"{""type"":""Point"",""coordinates"":[-76.39936747439695,39.38341433265008]}"
166_2_38,-47.79858625246043,2.9743789013969417,-16.070106680090902,31.467559814453125,2019-05-31,292.45213826497394,38.05463005904797,-76.4054840714764,0,0,ASC,7560738.489583333,100859.46875,298.11649831136066,2.8182918565988757E-4,1.2079722086588542,-1.5691676537195842,142.41030559091894,1.980273714003187,"{""type"":""Point"",""coordinates"":[-76.4054840714764,38.05463005904798]}"
167_1_7,-33.296990155961545,1.3949426489255075,-23.869791479678007,41.85527038574219,2019-06-05,290.56517791748047,37.07854447316908,-76.33926388459538,1,0,ASC,6965852.572916667,101546.36393229167,296.49105580647785,3.085254381100337E-4,2.124923308690389,5.861351768175761,19.927164264237316,6.2346406165963435,"{""type"":""Point"",""coordinates"":[-76.33926388459538,37.078544473169075]}"
167_1_11,-32.19684495475842,1.1877205361029313,-27.10809822351017,45.0081672668457,2019-06-05,287.6778081258138,39.683342527104955,-76.19965432641052,1,0,ASC,6879200.65625,100188.03059895833,294.2875239054362,5.330604811509451E-4,0.9866379896799723,2.3470085064570108,22.80096384638562,2.545958258114478,"{""type"":""Point"",""coordinates"":[-76.19965432641052,39.68334252710496]}"
167_1_133,-24.095391041277377,0.9473947414091646,-25.43331727325998,45.1583251953125,2019-06-05,289.18944549560547,39.15744350954389,-76.0593068740037,1,0,ASC,6722910.916666667,101156.61393229167,295.89771270751953,1.9515492022037506E-4,1.734115203221639,4.653710166613261,20.436937336140677,4.966303842183244,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}"
167_1_139,-39.092924812132935,1.733103533203638,-22.556600954975696,44.4907112121582,2019-06-05,290.03026580810547,39.03327481911461,-76.18847968650985,1,0,ASC,7296511.677083333,101339.78059895833,296.1586176554362,1.1147248248259227E-4,1.8262986342112224,6.151512900988261,16.535421983594507,6.416890031186975,"{""type"":""Point"",""coordinates"":[-76.18847968650985,39.0332748191146]}"
167_1_187,-35.033493526403404,1.3337319231585294,-26.267267745558243,41.556312561035156,2019-06-05,290.67618052164715,37.63261430195355,-76.51771839296354,1,0,ASC,6064844.135416667,101363.697265625,296.55331166585285,5.654307703177134E-4,1.8435308933258057,4.482221722602844,22.357290125844568,4.846536673256424,"{""type"":""Point"",""coordinates"":[-76.51771839296354,37.63261430195355]}"
167_1_192,-30.437683687534008,1.207109973130546,-25.215336104461336,44.69258117675781,2019-06-05,289.0064214070638,39.39199763548393,-76.21323492350629,1,0,ASC,7263828.5,101173.572265625,295.4320551554362,3.748399515946706E-4,1.4688971042633057,3.8300814231236777,20.982612751440712,4.102094880749374,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}"
167_1_239,-34.68595032783545,1.5724142658111584,-22.05904072610412,44.565181732177734,2019-06-05,290.8858159383138,37.95935169625495,-75.94619901488262,1,0,ASC,6800197.791666667,101577.947265625,296.5594965616862,4.040834804375966E-4,2.222294727961222,6.225568890571594,19.644659560431123,6.610317834202609,"{""type"":""Point"",""coordinates"":[-75.94619901488262,37.95935169625495]}"
167_1_288,-38.727421797437835,1.481286809912704,-26.14444517987718,40.94805908203125,2019-06-05,290.4229253133138,37.790364035878774,-76.67156515004218,1,0,ASC,6050768.5,101283.15559895833,296.31429799397785,0.0013004019856452942,1.4275152683258057,2.3423901796340942,31.359247942674486,2.7430989036032845,"{""type"":""Point"",""coordinates"":[-76.67156515004218,37.790364035878774]}"
167_1_290,-35.408139932948245,1.501764341431027,-23.577693887183344,43.94230270385742,2019-06-05,290.2383550008138,38.73392230176207,-76.24842717678327,1,0,ASC,6993903.625,101389.572265625,296.29745229085285,1.8377850453058878E-4,1.8846685886383057,5.711022178332011,18.263172847206235,6.013962920604018,"{""type"":""Point"",""coordinates"":[-76.24842717678327,38.73392230176207]}"
167_1_313,-34.335506259787266,1.546463000960518,-22.202604419543995,44.637939453125,2019-06-05,289.0064214070638,39.38696392935898,-76.22444844690204,1,0,ASC,7263828.5,101173.572265625,295.4320551554362,3.748399515946706E-4,1.4688971042633057,3.8300814231236777,20.982612751440712,4.102094880749374,"{""type"":""Point"",""coordinates"":[-76.22444844690204,39.38696392935898]}"
167_1_332,-27.101629088051848,1.0265317550786992,-26.401159977729183,45.4229850769043,2019-06-05,288.74608612060547,39.385554391275825,-76.04693847405206,1,0,ASC,7204167.96875,101143.072265625,295.42066192626953,3.657968093951543E-4,1.6398362318674724,3.2554354270299277,26.735426066447854,3.645123137413445,"{""type"":""Point"",""coordinates"":[-76.04693847405206,39.385554391275825]}"
167_1_396,-30.007652498592698,1.2585914113938326,-23.842251128474324,41.30620574951172,2019-06-05,290.41796112060547,37.66804204662815,-76.5763059713333,1,0,ASC,6008872.885416667,101348.11393229167,296.5109125773112,9.97996578613917E-4,1.541244109471639,3.0320467551549277,26.94505279652056,3.4012851880467996,"{""type"":""Point"",""coordinates"":[-76.5763059713333,37.66804204662815]}"
167_1_438,-28.398454979228003,1.1489575486174912,-24.716713871107835,43.84919357299805,2019-06-05,288.41771697998047,39.38341433265008,-76.39936747439695,1,0,ASC,6840254.822916667,100761.15559895833,295.0909907023112,4.7520982722441357E-4,1.312118132909139,3.3913810650507608,21.15134825069086,3.6363607526060715,"{""type"":""Point"",""coordinates"":[-76.39936747439695,39.38341433265008]}"
167_1_440,-23.828917800161314,1.0211394868711288,-23.335614875863286,41.406028747558594,2019-06-05,290.55655161539715,37.64830399387009,-76.5517764640962,1,0,ASC,5659163.96875,101298.572265625,296.32406361897785,7.176833848158518E-4,1.5811204115549724,3.4800651470820108,24.43402899556377,3.822406988243233,"{""type"":""Point"",""coordinates"":[-76.5517764640962,37.64830399387009]}"
167_2_88,-16.734126911710355,1.9498208023255599,-8.58239223407171,44.33998489379883,2019-06-05,291.08438364664715,37.26195866748024,-75.85615398810167,0,0,ASC,7448766.916666667,101572.072265625,295.98340606689453,1.595970243215561E-4,2.233708302179972,8.244204958279928,15.159913369375678,8.54145000414772,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}"
167_2_260,-18.430997676460205,1.4788738437136162,-12.46286000310745,44.33171081542969,2019-06-05,291.08438364664715,37.271444156944106,-75.85993330772948,0,0,ASC,7448766.916666667,101572.072265625,295.98340606689453,1.595970243215561E-4,2.233708302179972,8.244204958279928,15.159913369375678,8.54145000414772,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}"
168_1_41,-30.843826989440572,1.3234958331297881,-23.304816091865916,40.665462493896484,2019-06-12,284.473778406779,39.33518587725137,-75.00825585474045,1,0,ASC,7201714.552083333,101921.76920572917,292.74887720743817,6.777733331609544E-4,-2.413400650024414,-1.0312951405843098,-113.13800316227925,2.6245137386820963,"{""type"":""Point"",""coordinates"":[-75.00825585474045,39.33518587725137]}"
168_1_497,-24.737444566506497,0.8897573693064276,-27.802461007757113,30.634235382080078,2019-06-12,282.793846766154,39.472392966361205,-76.88276342017048,1,0,ASC,6854922.427083333,99829.4775390625,292.0288251241048,3.777404782064527E-5,-1.2687066396077473,-0.12382443745930989,-95.57435312476807,1.274734885651482,"{""type"":""Point"",""coordinates"":[-76.88276342017048,39.472392966361205]}"
168_2_38,-30.678596899614533,2.379812438925362,-12.89118268222343,31.458654403686523,2019-06-12,286.2266267140706,38.05463005904797,-76.4054840714764,0,0,ASC,7731058.791666667,101923.51920572917,295.0412762959798,1.6947982367761702E-4,-3.597970962524414,-0.8581180572509766,-103.41447261372895,3.698886541562075,"{""type"":""Point"",""coordinates"":[-76.4054840714764,38.05463005904798]}"
168_2_88,-26.155252772785218,1.6022139700766358,-16.32444433843888,33.61471176147461,2019-06-12,287.7996247609456,37.26195866748024,-75.85615398810167,0,0,ASC,7252092.708333333,101845.1025390625,294.9608726501465,4.598097022065299E-4,-5.390980402628581,-3.3614139556884766,-121.94459295856632,6.35309164761714,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}"
168_2_207,-29.43873357418175,1.9476261813760445,-15.11518681340717,36.471614837646484,2019-06-12,286.5855134328206,37.867179564337505,-75.49102260561044,0,0,ASC,6990327.697916667,101868.93587239583,293.8608563741048,1.8824349002925325E-4,-3.0815728505452475,-1.7144819895426433,-119.09007000697396,3.5264060636409504,"{""type"":""Point"",""coordinates"":[-75.49102260561044,37.867179564337505]}"
168_2_223,-30.79476921559996,2.0037057569389978,-15.368907889272236,35.54191589355469,2019-06-12,285.0773754119873,39.43068761301267,-76.02110498836194,0,0,ASC,7098347.802083333,101783.1025390625,293.3029136657715,2.556805576571601E-4,-1.9844048817952473,-0.2128136952718099,-96.12118078899844,1.99578365655901,"{""type"":""Point"",""coordinates"":[-76.02110498836194,39.43068761301268]}"
168_2_260,-34.32467194974518,2.56642437747842,-13.374511343860473,33.60552215576172,2019-06-12,287.7996247609456,37.271444156944106,-75.85993330772948,0,0,ASC,7252092.708333333,101845.1025390625,294.9608726501465,4.598097022065299E-4,-5.390980402628581,-3.3614139556884766,-121.94459295856632,6.35309164761714,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}"
168_2_290,-28.729362296816625,1.7160998171444628,-16.741078817094333,31.477426528930664,2019-06-12,285.9794750213623,38.324072942159816,-76.46700986921343,0,0,ASC,7266510.135416667,101756.89420572917,294.73496119181317,1.9175643878070284E-4,-2.8515923817952475,-0.6421756744384766,-102.69123398555709,2.9230067924575893,"{""type"":""Point"",""coordinates"":[-76.46700986921343,38.324072942159816]}"
168_2_314,-31.332038948171256,3.0965983333751845,-10.11821217187714,33.612693786621094,2019-06-12,284.8933747609456,39.01773129010771,-76.26791445117814,0,0,ASC,7380292.041666667,101943.31087239583,294.59555689493817,3.1314502315608433E-4,-3.2214654286702475,-1.0405724843343098,-107.90108714157223,3.3853553141836175,"{""type"":""Point"",""coordinates"":[-76.26791445117814,39.01773129010771]}"
168_2_327,-28.540431903003096,2.249083555155066,-12.68980507086378,30.493213653564453,2019-06-12,282.871483484904,39.43710582583507,-76.93510079070714,0,0,ASC,6905745.166666667,100029.4775390625,292.25009791056317,4.604232963808149E-5,-1.3887831370035808,-0.1820519765218099,-97.4681718311667,1.4006646721399822,"{""type"":""Point"",""coordinates"":[-76.93510079070714,39.43710582583507]}"
168_2_336,-30.963904983269202,1.912435098992138,-16.1908265538461,33.5201416015625,2019-06-12,284.7089672088623,38.73412218362813,-76.2161298356623,0,0,ASC,7483003.5625,101931.76920572917,294.67392603556317,3.3904386219270793E-4,-2.804269790649414,-0.7742964426676432,-105.43554185588388,2.9092033342268593,"{""type"":""Point"",""coordinates"":[-76.2161298356623,38.73412218362814]}"
168_2_345,-31.210901306476956,1.9460643756641811,-16.03795932795124,35.42045974731445,2019-06-12,287.0508454640706,37.83678411747479,-75.67390991299865,0,0,ASC,6783298.302083333,101865.81087239583,294.15024439493817,1.8249785062559218E-4,-3.2934462229410806,-1.6813195546468098,-117.04452216995145,3.697786292938333,"{""type"":""Point"",""coordinates"":[-75.67390991299865,37.83678411747479]}"
168_2_373,-25.569856402388275,1.6031803052950628,-15.949457661084592,33.12102508544922,2019-06-12,285.3998851776123,38.35543659154401,-76.19548880398496,0,0,ASC,7602888.739583333,101932.26920572917,294.8612632751465,3.12714752126612E-4,-3.3644097646077475,-0.8753299713134766,-104.58352250700848,3.47641419035011,"{""type"":""Point"",""coordinates"":[-76.19548880398497,38.35543659154401]}"
168_2_463,-26.706355676133803,1.6264829460137267,-16.41969609431639,35.716705322265625,2019-06-12,284.224022547404,39.241493233208,-75.94378863058327,0,0,ASC,6726953.760416667,101808.93587239583,293.6762046813965,3.141011809993562E-4,-2.039377212524414,-0.29537391662597656,-98.24114764055778,2.0606564889827754,"{""type"":""Point"",""coordinates"":[-75.94378863058327,39.241493233208004]}"
169_1_11,-28.919597401429243,1.3006786919042288,-22.23423631172905,45.00556182861328,2019-06-17,293.8541456858317,39.683342527104955,-76.19965432641052,1,0,ASC,4349876.75,100223.91064453125,296.1746705373128,0.0031762377487809523,1.2117713689804077,-0.11240891615549724,95.29982584481203,1.2169739582718708,"{""type"":""Point"",""coordinates"":[-76.19965432641052,39.68334252710496]}"
169_1_133,-31.72123560425573,1.3193340760145442,-24.043368681933476,45.155757904052734,2019-06-17,293.88507016499835,39.15744350954389,-76.0593068740037,1,0,ASC,5572976.291666667,101151.49397786458,297.7701295216878,0.00670314023473025,2.0651649236679077,0.1387710968653361,86.15572427477417,2.0698221129540295,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}"
169_1_139,-29.138045654874087,1.3148378774526106,-22.160941781907468,44.48854064941406,2019-06-17,294.39434750874835,39.03327481911461,-76.18847968650985,1,0,ASC,6498380.166666667,101328.82731119792,297.6468385060628,0.004033915680367854,2.192565639813741,0.26568353176116943,83.09088468303928,2.2086040441738146,"{""type"":""Point"",""coordinates"":[-76.18847968650985,39.0332748191146]}"
169_1_192,-46.223560392580715,1.6869723804426358,-27.400306566046066,44.68993377685547,2019-06-17,294.43015480041504,39.39199763548393,-76.21323492350629,1,0,ASC,5395266.447916667,101184.16064453125,297.1048463185628,0.005970695387106743,1.7210894028345745,0.0894546906153361,87.02469357712329,1.7234125664571898,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}"
169_1_237,-47.07853005614132,1.8881395879640124,-24.933818641505347,37.69746398925781,2019-06-17,294.2694288889567,37.2940855341036,-77.19527021296507,1,0,ASC,7140311.614583333,101212.95231119792,300.3879680633545,1.8558672675898316E-4,1.641662319501241,1.8850276072820027,41.05246447573116,2.499676829409255,"{""type"":""Point"",""coordinates"":[-77.19527021296507,37.29408553410361]}"
169_1_239,-32.64545496612589,1.2753683460888403,-25.596883493493774,44.56252670288086,2019-06-17,294.62725766499835,37.95935169625495,-75.94619901488262,1,0,ASC,7149709.927083333,101450.99397786458,299.8897584279378,4.0233349893596206E-5,3.0534461736679077,2.6896337270736694,48.62472779753504,4.069110851439094,"{""type"":""Point"",""coordinates"":[-75.94619901488262,37.95935169625495]}"
169_1_250,-27.460898299094563,1.0580234751918536,-25.954904539443252,45.10100555419922,2019-06-17,294.75347836812335,37.71258471480023,-75.77961592134223,1,0,ASC,7481075.28125,101391.91064453125,299.1742636362712,5.155395561562415E-6,3.4671424627304077,4.252316832542419,39.19221074396444,5.486645177263778,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}"
169_1_265,-29.313437438342117,1.086508275903014,-26.979488411148328,42.885746002197266,2019-06-17,294.42307472229004,38.18102449592077,-76.354758736145,1,0,ASC,6265728.34375,101300.74397786458,298.7196737925212,8.532807515006328E-4,2.2158403793970742,1.3945287466049194,57.81593329026983,2.6181403728742385,"{""type"":""Point"",""coordinates"":[-76.354758736145,38.18102449592077]}"
169_1_290,-31.58503235066741,1.353960096758128,-23.327890110124695,43.939510345458984,2019-06-17,294.3658644358317,38.73392230176207,-76.24842717678327,1,0,ASC,6546325.458333333,101345.74397786458,298.4026165008545,0.001530412721603221,1.858337124188741,0.44813795884450275,76.4419825488111,1.9116078304127648,"{""type"":""Point"",""coordinates"":[-76.24842717678327,38.73392230176207]}"
169_1_355,-27.395509750472613,1.0503351704303467,-26.082635830663495,44.552818298339844,2019-06-17,294.79278500874835,37.5492397986249,-75.86663133426741,1,0,ASC,7260385.302083333,101410.99397786458,298.5576457977295,8.60998143166943E-6,4.039448777834575,5.436643004417419,36.61250526790222,6.773052014138833,"{""type"":""Point"",""coordinates"":[-75.86663133426741,37.54923979862491]}"
169_1_365,-29.71227608061863,1.086102747487945,-27.356781988941997,41.43766403198242,2019-06-17,294.52536964416504,37.2410421049897,-76.45859039341433,1,0,ASC,7387902.166666667,101377.95231119792,300.0928020477295,6.309048940152569E-5,2.935363491376241,3.110369404157003,43.341921301423284,4.2767694182432265,"{""type"":""Point"",""coordinates"":[-76.45859039341433,37.2410421049897]}"
169_1_384,-26.366018391871698,1.0345057185398139,-25.48658544786669,40.717247009277344,2019-06-17,294.5697218577067,37.8070165520791,-76.72082444657929,1,0,ASC,6876318.40625,101190.45231119792,300.3008912404378,0.0010445281526387795,1.4882606267929077,1.2550837596257527,49.858309358096896,1.9468320258662102,"{""type"":""Point"",""coordinates"":[-76.72082444657929,37.807016552079105]}"
169_1_399,-24.800302745262144,0.9439889726333439,-26.271814040453695,40.35103988647461,2019-06-17,294.34983253479004,37.158555875725824,-76.65732967341695,1,0,ASC,7556896.125,101304.11897786458,300.3979778289795,9.583951641530437E-5,2.148009975751241,2.1881688833236694,44.46937840756997,3.0662729685846304,"{""type"":""Point"",""coordinates"":[-76.65732967341697,37.158555875725824]}"
169_1_430,-39.782902033408135,1.6321540368872416,-24.374477613203712,43.068851470947266,2019-06-17,294.2354933420817,37.93494008897799,-76.26374325371324,1,0,ASC,6568074.125,101276.53564453125,299.8468710581462,4.445676665446226E-4,2.4711707830429077,1.9627863963445027,51.54080172519819,3.1558224722946533,"{""type"":""Point"",""coordinates"":[-76.26374325371324,37.93494008897799]}"
169_1_497,-29.128797307375486,1.296201734969569,-22.472425797253965,41.67930221557617,2019-06-17,293.50705909729004,39.472392966361205,-76.88276342017048,1,0,ASC,4660856.822916667,99249.78564453125,295.9705689748128,0.005309941772216664,1.2386268377304077,-0.09472906589508057,94.37341613450322,1.2422439531232923,"{""type"":""Point"",""coordinates"":[-76.88276342017048,39.472392966361205]}"
169_2_88,-15.828117698614701,1.5738707082546124,-10.056809378050966,44.33736038208008,2019-06-17,294.72857602437335,37.26195866748024,-75.85615398810167,0,0,ASC,8161121.083333333,101428.66064453125,298.7265097300212,3.0847550373340007E-6,3.8873491684595742,5.3868586619695025,35.81555894111592,6.64302113511309,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}"
169_2_260,-26.390338817296772,3.5794452637303413,-7.37274545994703,44.32908630371094,2019-06-17,294.72857602437335,37.271444156944106,-75.85993330772948,0,0,ASC,8161121.083333333,101428.66064453125,298.7265097300212,3.0847550373340007E-6,3.8873491684595742,5.3868586619695025,35.81555894111592,6.64302113511309,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}"
169_2_261,-27.811233683350054,2.4999414394448003,-11.124754062049755,40.44682312011719,2019-06-17,294.03879737854004,36.86741557389423,-76.57475483558154,0,0,ASC,7072067.083333333,101354.32731119792,300.4297974904378,1.0299579907864971E-4,2.1281938950220742,2.314979592959086,42.59277137330538,3.1445730665109757,"{""type"":""Point"",""coordinates"":[-76.57475483558154,36.86741557389423]}"
169_2_314,-29.690804501875512,2.2604385756916687,-13.13497514206528,44.11601257324219,2019-06-17,294.60300636291504,39.01773129010771,-76.26791445117814,0,0,ASC,6408778.03125,101343.70231119792,297.2100709279378,0.004531663552703069,2.2302446762720742,0.25188958644866943,83.55617349558642,2.244424130996905,"{""type"":""Point"",""coordinates"":[-76.26791445117814,39.01773129010771]}"
170_1_33,-22.417171142929554,0.7499352840338308,-29.892140855607853,35.52479553222656,2019-06-24,291.297087987264,39.36853550007995,-76.01059248597983,1,0,ASC,7501974.333333333,100987.31591796875,297.112611134847,1.144357007376584E-6,1.0538139343261719,2.1417344411214194,26.19892179545406,2.386954173097105,"{""type"":""Point"",""coordinates"":[-76.01059248597983,39.36853550007995]}"
170_1_155,-30.4948931305815,1.271974134866036,-23.974460088996395,39.90615463256836,2019-06-24,291.025359471639,39.27013844854375,-75.14868522138924,1,0,ASC,7436312.25,101158.23258463542,296.78188196818036,1.144357007376584E-6,0.9597384134928385,2.338674545288086,22.31212227217361,2.5279431265580694,"{""type"":""Point"",""coordinates"":[-75.14868522138924,39.27013844854375]}"
170_1_159,-23.01123407136422,0.8930916928466469,-25.765813584065537,35.809844970703125,2019-06-24,291.48230934143066,39.54521501686321,-75.998506866675,1,0,ASC,7668514.84375,101077.60758463542,297.455872853597,1.144357007376584E-6,1.1131807963053386,2.0694281260172525,28.276568177163636,2.3498306862440677,"{""type"":""Point"",""coordinates"":[-75.998506866675,39.54521501686321]}"
170_1_168,-47.72018707323208,2.1586410635013147,-22.106587278493613,36.47300720214844,2019-06-24,292.27861467997235,37.76155437618908,-75.46769982744293,1,0,ASC,7900170.052083333,101281.19091796875,296.7516899108887,5.53994849141759E-5,1.6622530619303386,4.245087305704753,21.38387016295514,4.558930957467159,"{""type"":""Point"",""coordinates"":[-75.46769982744293,37.76155437618908]}"
170_1_192,-26.977647748839996,1.1530966641642812,-23.395824987831638,34.43836212158203,2019-06-24,291.681609471639,39.39199763548393,-76.21323492350629,1,0,ASC,7649297.979166667,101023.14925130208,297.3542289733887,1.144357007376584E-6,0.5866508483886719,2.6464544932047525,12.498885916394553,2.7106974383945492,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}"
170_1_332,-22.590632739360046,0.8713931358829244,-25.924731110568672,35.34821701049805,2019-06-24,291.297087987264,39.385554391275825,-76.04693847405206,1,0,ASC,7501974.333333333,100987.31591796875,297.112611134847,1.144357007376584E-6,1.0538139343261719,2.1417344411214194,26.19892179545406,2.386954173097105,"{""type"":""Point"",""coordinates"":[-76.04693847405206,39.385554391275825]}"
170_1_497,-27.353502795241596,1.066377832170253,-25.650854668999216,30.640731811523438,2019-06-24,290.01331520080566,39.472392966361205,-76.88276342017048,1,0,ASC,6719863.760416667,99048.60758463542,296.4098930358887,1.3107533073745496E-6,0.10715866088867188,1.4654242197672527,4.182290967586237,1.4693369669629615,"{""type"":""Point"",""coordinates"":[-76.88276342017048,39.472392966361205]}"
170_2_38,-34.53562915623942,2.4946765376142936,-13.84373029349388,31.467082977294922,2019-06-24,292.06214332580566,38.05463005904797,-76.4054840714764,0,0,ASC,7642636.989583333,101233.94091796875,298.1237602233887,1.7202841720613076E-5,0.5030733744303385,3.7124131520589194,7.717208342405231,3.746344115486559,"{""type"":""Point"",""coordinates"":[-76.4054840714764,38.05463005904798]}"
170_2_88,-17.247286731894544,2.0413687958255524,-8.448883301813941,33.622474670410156,2019-06-24,292.38530413309735,37.26195866748024,-75.85615398810167,0,0,ASC,8159713.510416667,101301.98258463542,296.84828821818036,1.2158798656495643E-5,1.1963106791178386,5.854706446329753,11.54845529386975,5.975679611028903,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}"
170_2_260,-17.233618593658782,2.1762928103750463,-7.918795904439379,33.61328887939453,2019-06-24,292.38530413309735,37.271444156944106,-75.85993330772948,0,0,ASC,8159713.510416667,101301.98258463542,296.84828821818036,1.2158798656495643E-5,1.1963106791178386,5.854706446329753,11.54845529386975,5.975679611028903,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}"
170_2_314,-27.71606314646101,1.5798948466282128,-17.542979651849745,33.62051010131836,2019-06-24,292.15149879455566,39.01773129010771,-76.26791445117814,0,0,ASC,7596981.864583333,101175.64925130208,297.660950978597,4.037665805848671E-6,0.4729626973470052,4.665863672892253,5.788107285682874,4.689773718112351,"{""type"":""Point"",""coordinates"":[-76.26791445117814,39.01773129010771]}"
170_2_345,-32.6834049100027,1.9577953254350593,-16.69398454751128,35.427982330322266,2019-06-24,292.465056737264,37.83678411747479,-75.67390991299865,0,0,ASC,7401755.083333333,101268.85758463542,296.878724416097,8.060976612730049E-5,1.3274548848470051,4.102631251017253,17.92960129611522,4.312043558816117,"{""type"":""Point"",""coordinates"":[-75.67390991299865,37.83678411747479]}"
170_2_373,-27.81955587938409,1.5833310357150654,-17.570271315259223,33.12888717651367,2019-06-24,292.09583473205566,38.35543659154401,-76.19548880398496,0,0,ASC,7628669.46875,101230.60758463542,297.86977259318036,6.530999887151741E-5,0.4075736999511719,4.398814519246419,5.293646367842111,4.417656108800796,"{""type"":""Point"",""coordinates"":[-76.19548880398497,38.35543659154401]}"
171_1_31,-28.283995649713425,1.1049221400116296,-25.598179840450776,39.42348861694336,2019-06-29,295.07817459106445,37.32722945812118,-76.8763935436474,1,0,ASC,6807848.34375,101705.44710286458,300.566853205363,0.003480970261145059,1.2842750549316406,0.7146087090174357,60.90714030511536,1.4697033795032366,"{""type"":""Point"",""coordinates"":[-76.8763935436474,37.32722945812118]}"
171_1_133,-27.695922651502364,1.197754575172033,-23.12320338874465,45.15946578979492,2019-06-29,295.51730219523114,39.15744350954389,-76.0593068740037,1,0,ASC,6734946.375,101526.36376953125,300.194294611613,2.754311069457967E-4,2.0466041564941406,1.8558440605799358,47.79851386321701,2.7627424329041093,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}"
171_1_139,-42.54501488094433,1.9138307931462422,-22.23029069931645,44.49182891845703,2019-06-29,295.91639073689777,39.03327481911461,-76.18847968650985,1,0,ASC,7524273.96875,101710.19710286458,300.065144220988,2.3932148003173262E-4,2.396783192952474,2.366423487663269,45.36518663620682,3.368164158259488,"{""type"":""Point"",""coordinates"":[-76.18847968650985,39.0332748191146]}"
171_1_187,-30.297494289049574,1.0372921518020608,-29.20825558779609,41.55755615234375,2019-06-29,295.31588617960614,37.63261430195355,-76.51771839296354,1,0,ASC,6807842.708333333,101686.36376953125,300.437946955363,0.0028358306184643745,1.9642880757649739,1.0435882012049358,62.019157057666376,2.224298536232629,"{""type"":""Point"",""coordinates"":[-76.51771839296354,37.63261430195355]}"
